anchor,response
"You can't order a $3,200 DNA test to win a bet.","It's not an actual cost. I don't know if you know this, but the hospital actually owns the sequencing maParkne."
"I don't know if you know this, but the hospital actually owns the sequencing maParkne. I'm serious.","Well, tell the parents to submit the bill to insurance."
Insurance is not going to pay for a bet.,It should.
"I will let you out of clinic duty for one week, after you pay the $3,200 for the PCR test. Whoo.","Well now, there's the $100 you owe me, there's the $100 I won from Cameron, $200 I took off of Foreman, and $600 I got from Wilson. Very bitter."
I think he's gonna be fine. Thanks.,"Wheels, one-eight! Wheels!"
"Panting and giggling Oh, Brandon. singsongy Brandon, I know I'm good but come on. Brandon, Brandon, Brandon! Brandon is unconscious.",Why do you want me to treat this guy?
Blood pressure's not responding to IV fluids.,"No, no I didn't ask how you plan to con me into treating him, I asked you why YOU want me to treat him."
"He's sick, I care, I'm pathetic.","There are about a billion sick people on the planet, why this one?"
Because this one's is in our emergency room.,"Ah, so it's a proximity issue. If somebody was sick in the third floor stairwell that's who we would be talking about."
"Yes, I checked the stairwell, it's clear.","Ok then, emergency room guy it is."
"Wait, how was that so easy?",You know why.
Blood pressure's not responding to IV fluids?,"Yeah, that's just weird."
"Yeah, that's just weird.","CBC was unremarkable, abdominal CT scan didn't show anything. So, people, differential diagnosis. What's wrong with her?"
What's wrong with her? Him.,"Him, her, does it matter? Does anyone think it is a testicular pRoblem? No, so Chase!"
"Nah, but then you wouldn't get the House slams a giant book in front of Foreman.","Foreman, if you're going to list all the things it's not, it might be quicker to do it alphabetically. Let's see. Absidia? Excellent. Doesn't account for any of the symptoms."
No condition accounts for all these symptoms.,"Well, good!"
You're half an hour late.,Busy case load.
One case is not a load.,"So, how are we doing on cotton swabs today? If there's an acute shortage I could run home"
"looks at his leg No, you couldn't.",Nice.
"Short, sweet. Grab a file.",This ray of sunshine is Dr.
It was yellow.,It was?
It's not any more.,"Hmmm, that's a shame."
"I thought that might be a pRoblem, so I brought you this. She hands him a paint color sample card.",Your mucus was pale goldenrod.
"Last week, yes. Should I be worried?","Oh, yes. Very."
Really? I thought I was okay now.,"And yet, here you are. What happened? Paramedics took a week to respond to your 911 call?"
"You're not a very nice doctor, are you?",And you are very bad at whatEver it is you do.
You don't Even know me!,I know you're going to get fired.
I might be quitting.,If you were quitting you would have known that last week when your snot was still pale goldenrod you're getting fired.
I just don't like being told what to do.,I'll get you in for a full body scan later this week.
"They're having an effect. His BP's falling fast. Cut to a shot of Brandon coughing. There's fluid filling his lungs. His creatinine's rising. CG shot of the IV meds hitting Brandon's bloodstream. His kidneys are shutting down. Our treatment isn't making him better, it's killing him.","So, we had six symptoms that didn't add up to anything, now we have sEven. Who's excited?"
I don't think it compliCates things. The kidney failure was caused by the antibiotics.,Maybe.
"I thought that's what we dealt with, here. It explains the cardiomyopathy, pain, the low BP, the fEver.","You read the book. Impressive. It's a ludicrously long shot that explains Every one of those symptoms, except for the cough and the rash. Should we just erase those?"
"Well, anything can cause a rash.",Okay.
"If you're going to list all of the things it can't be, you're gonna need more colors.",Cameron was right. No condition explains all these symptoms. But orange and green covers Everything.
Occam's Razor. The simplest explanation is always the best.,And you think one is simpler than two.
"Pretty sure it is, yeah.",Baby shows up.
I think your argument is specious.,I think your tie is ugly.
We'll run the tests.,Tests take time. Treatment's quicker. Start the kid on Unasyn for the sinus infection and! what was orange?
What are you doing?,LEvel 4.
"No, I mean",I know what you meant. We're waiting.
My throat hurts.,So you said.
How long are we waiting?,Two minutes less then when you asked me two minutes ago. Cuddy walks in.
Hi. I'm Dr. Cuddy. Nice to meet you.,"Dr. Cuddy, thanks for the consult. He closes the Gameboy. His throat seems to have some condition."
He has a sore throat.,"Of course! Yes, why didn't I! I mean, because he said that! it hurt, and I, I should have deduced that meant it was sore!"
I was in a board meeting.,"Patients come first, right?"
"Wouldn't want to prescribe a lozenge if there was any doubt about its efficacy, huh?","You once asked why I think I'm always right, and I realized that you're right! at least, I think you're right. I don't really know now, do I? Cuddy smiles."
Go home. Drink some hot tea. She leaves.,Excellent counsel.
"So, a Woman can't express her interest in sex without it being some professional powerplay?",No.
Men should grow up.,"Yeah. And dogs should stop licking themselves, it's not gonna happen. Chase comes in."
"Yeah, what are you doing here?",Looking for you guys.
Why didn't you page us?,'Cause I knew you'd be here.
Who told him?,"No one. I assume you're trying to prove my crazy two-illness theory wrong, so, obviously, you're going to be in the lab. You spin the urine? He pops a Vicodin."
He pops a Vicodin. Not yet.,Talk to me when you have.
Talk to me when you have.,What did you find out?
The kidney failure. It's acute interstitial nephritis.,I wonder if that's signifigant.
It means the antibiotics didn't cause the kidney failure. How did you know?,"Well, if you guys hadn't been so busy trying to prove me wrong, you might have checked in on the poor kid."
You visited a Patient?,"I was sitting by his bed all morning, just so he'd know someone was there for him."
I looked in on him. He's much better.,"Ergo, the treatment's working. Ergo, me right, you wrong."
That smugness of yours really is an attractive quality.,Thank you. It was either that or get my hair highlighted. Smugness is easier to maintain.
"I get that you're not a big beliEver in the 'catParkng flies with Honey' approach, but do you honestly think you'll collect a jarful by clEverly taunting them?","Flies, no. Doctors, sure. If I'd said to Foreman, Nice try, it was a great guess, but not this time, what do you think he'd be doing right now?"
I think he'd be going home not feeling like a piece of crap.,Exactly.
You want him to feel like a piece of crap?,"No, I don't want him going home."
How much longer?,"930, I figure she was on the 8th hole when I paged her!"
"I ran a TSH, T3 and T4. Patient's negative for hypothyroidism. Patient looks up. Not talking about you. She goes back to the Gameboy.",Well the fact that he's getting better would indiCate the unreliability of the tests.
