anchor,response
We have to wheel this out to the MRI. We should pRobably leave the body in the bag.,feeling the body's upper right arm There's a mass in the arm. Analyzing part of this tumor is gonna be quicker than a scan.
"House, get away from him.",He's having an allergic reaction. He can't breathe.
And what happened to your cane?,She asked to borrow it for some reason. Patient dead or do I need to do anything? House takes off his tie and loosens his shirt collar
Test was negative. You knew?,Force of habit.
Right now is her brain working?,PRobably. Just not her heart.
"Oh, it was nEver a date. I was coming off a bad relationship and he said we could go out as friends, you know, go see plays, go to a museum. I didn't think you liked Trenton.","Love it. So he'd say it's not a date, but then he'd jump you."
You mean like oral?,"I mean you're having sex without knowing it. I'm testing you for booze, drugs and GHB."
We checked it. If we get her upstairs--,Maxilla.
"rapping Came to fight the Man and he had the master plan, but it started to unravel, Nolan smashed him with his gavel like BLAH.",Shut up.
Hey what are you doing? What are you doing? House ignores him What are you doing?!,"Again, sorry. But we need to talk."
Why are you in the building? It's 800 in the morning.,Where's Chase? He hands the file to Foreman.
"Your Honour, I've had no opportunity to consult my attorney.",There's no time.
"talking to House on the phone from the diagnostics conference room MRI was clean, but afterwards, he started bleeding out of his eyes and nose.",So there was something wrong before the collapse.
"House, you ok? We've been waiting for you.",He slowly looks up at her. I'm hallucinating.
But Chase says her eyes are moving the exact way.,Did you start her on the steroids?
trying to get control of herself I'm not I'm not crying because of you. I'm crying because I'm pathetic. I brought her cello in case she magically wakes up for the show.,"Oh, well, then I take the apology back. She laughs. We're all pathetic. It's what makes Everything interesting."
Which minor bugs?,Why do people suddenly find religion when they have kids?
"laughs My whole life is one big compromise. I tiptoe around Everyone like they're made of Parkna. I spend all my time analyzing What will the effect be if I say this? Then there's you. You're a reality junkie. If I offered you a comforting lie, you'd smack me over the head with it. Let's not change that.",Okay.
"Yeah, I got a lot of clients on experimental medicine.",You want proof?
Acoustic Neuroma that started a haemorrhage.,"Splains the pain, vertigo, Everything. Get an MRI."
"If we do any more imaging, we're gonna have to add radiation poisoning to the DDX.",I meant the sarcoidosis.
We have any history on the dad? Yeah. 6'1.,"Kid's short. We've got stunted growth, high blood pressure, blood clots, obesity it's Cushing's."
Good luck. Thank you.,That's it? You're not going to tell him that we're a family and families don't abandon each other?
"Well, that'll be a good solace to the widow X.","That's why I sent two of you. One of you breaks in, the other posts bail."
"Once we cure him, share price goes up, I pay you back. No.","No, you don't say no. You! make a counter offer."
"Well, the baby's premature, that",Our pediatrics department has the best neonatal ICU in the state.
"No, she told me.",In what tense? Is? Was? Will have been?
How badly do you want this?,I will give you two more clinic hours this week.
"Doctor House, Hypersomnia and personality changes point toward the brain. What do you think?","Not the spleen. Thank goodness we hired a neurologist! Brain symptoms! hmm, could this be a brain pRoblem?"
"I meant, if it's not CAII! well, none of the other causes of osteopetrosis are treatable.","to Kutner You're right, it's gotta be. Go run her blood and hope that your sunny optimism isn't misplaced."
You hide behind your intelligence.,"Yeah, that's pretty stupid."
Can't do surgery until her cycle's over and she stops bleeding.,"Well, let's hope she can hold out till then. In the meantime, get her a pint of cookie dough ice cream and a DVD of Beaches. He leaves"
What did the CT scan tell you?,Nothing. He grabs Jeffrey's bad wrist.
entering with Rachel Mouth on that kid makes Mel Gibson sound like Nelson Mandela. Where'd she learn that?,"I don't know why you're here, but I didn't do it."
How's your stomach? Any diarrhoea?,"Sighs. The more transfusions you have, the greater the chance of you reacting, I've had three in a decade. FEver will be gone in a couple of hours."
You figured that I'll hire you...,... if you promised to dump Wilson.
She was next up in the clinic. taking the file from House And I don't want your help.,You got stabbed. You blame me.
No. House smiles. You're a jerk. Wilson leaves.,Night Wilson.
You want me to get Cuddy's approval?,I gotta be somewhere important.
NEver washed. Now what?,What about Matt's clothes? They new?
I have a new theory. You're not stubborn. You're not getting it checked cause you already know the answer. I found an old picture in your wallet.,"I wasn't snooping, I needed lunch money."
Max's heart stopped.,Your Patient is on the other side. Now get yourself upstairs and figure out what Hannah has or Max has risked her life for nothing.
This doesn't bother you?,You talking with your mouth full? A little.
Departmental budgets are due this week.,I'm gonna need an extension. Got some time next decade.
I just tripped over Wilson's self-righteousness.,cold-shoulders the helping hand What d'you got?
You got to be at lEvel five. That's like the top of the Space Needle. Hal's the only one that's up that high.,Hal's at lEvel five?
Doesn't the doctors lounge have that same TV?,"Nope. They've got a 12 inch, exactly like the one that used to be in here."
Patient's lung function is declining rapidly. Levaquin's not working. He obviously doesn't have garden-variety pneumonia.,I'm glad you learned to take his impending death in stride.
"He's getting better. That doesn't prove you're right, it just proves he's getting better. House smiles. It, it's not two illnesses! It can't be two illnesses!",I am so glad you work here.
We've ruled out poisons and parasites. What else could it be?,"It's not a poison, then."
He's okay. Sarah gives Jeffrey a hug.,Allergic reaction to the antibiotics?
He should be a part of this.,He's a Patient.
"He's weak, in withdrawal, just spewed blood. They're gonna rip off a piece of his lung, ram instruments down his throat, and roto-rooter his intestines. House's lower-lip-pouts Be nice if we didn't kill him trying to figure out what's killing him.","concedes One diagnosis, one test at a time."
Could be endocarditis with septic emboli.,"Pull! another miss to Taub I'd turn around and shoot you, but apparently I'd miss. There's no murmurs, no Osler nodes."
I gave one of my clinic Patients a follow up call. Your name came up.,I'm guessing an old black guy that thinks the CIA invented rap music to make your people want to kill each other.
"If she can't handle your insanity, she can't handle a baby.",That's exactly my point.
